,city,job_title,salary
1625,boulder,agriculture data scientist   agriculture commodity research engine  acre   new ventures,
1626,boulder,data scientist i  664803 ,
1627,boulder,entry   level geologist   environmental scientist,
1628,boulder,data scientist,
1630,boulder,associate scientist,
1631,boulder,data scientist,
1632,boulder,geospatial data scientist 2,
1633,boulder,jr  data scientist,
1634,boulder,data scientist,
1635,boulder,research scientist  vision technology ,
1636,boulder,lead data scientist,
1637,boulder,administrative associate iii  664553 ,
1638,boulder,data scientist,
1639,boulder,data scientist,
1640,boulder,data scientist,
1641,boulder,data scientist w  machine learning   r   python experience,
1642,boulder,data scientist,
1643,boulder,field ecologist ii   limnology and entomology   d10 13 colorado,
1644,boulder,data scientist,
1645,boulder,cires geophysical data assimilation and modeling specialist,
1646,boulder,research scientist: lidar  ladar  eo remote sensing,
1647,boulder,machine learning engineer  senior associate,
1648,boulder,cloud data scientist,
1649,boulder,data scientist,
1650,boulder,data scientist engineer,
1651,boulder,scientist i ii,
1652,boulder,administrative assistant ii,
1653,boulder,data analyst,
1654,boulder,data science analyst  intern ,
1655,boulder,material control analyst i  661843 ,
1656,boulder,research scientist,
1657,boulder,cires colorado river basin assessment specialist,
1658,boulder,data scientist,
1659,boulder,administrative associate ii  accounts payable  664110 ,
1660,boulder,clinical scientist  endpoints and outcomes,
1661,boulder,data engineer,
1662,boulder,meeting planner ii,
1663,boulder,distinguished scientist,
1664,boulder,geospatial data science researcher,
1665,boulder,specialist consultant   agriculture commodity research engine  acre   new ventures,
1666,boulder,intern â€“ data driven power system analysis,
1667,boulder,client support specialist,
1668,boulder,competitive research analyst,
1669,boulder,field geologist,
1670,boulder,administrative intern   supply chain management  664615 ,
1671,boulder,data scientist,
1672,boulder,senior administrative associate  664621 ,
1674,boulder,material property specialist i  664742 ,
1675,boulder,machine learning engineer,
1676,boulder,research data analysis coordinator,
1677,boulder,senior data scientist,
1678,boulder,technical intern   data analyst  664541 ,
1679,boulder,senior data scientist,
1681,boulder,analytics data scientist,
1682,boulder,research scientist,
1683,boulder,hvpe semiconductor device research technician,
1684,boulder,postdoctoral researcher relmapago field project,
1685,boulder,administrative intern   contracts  664698 ,
1686,boulder,project environmental scientist,
1687,boulder,environmental scientist,
1688,boulder,data engineer,
1689,boulder,entry level construction professional,
1690,boulder,employee communications specialist  664587 ,
1691,boulder,machine learning intern,
1692,boulder,deal desk analyst,
1693,boulder,scientist,
1694,boulder,scientist i ii  adx 69 18 ,
1695,boulder,scientist i ii   bioinformatics,
1697,boulder,food scientist iii   ice cream,
1698,boulder,internship   data science  part time fall 2018,
1699,boulder,implementation consultant i   parts   service exp,
1700,boulder,computer vision scientist  machine learning ,
1701,boulder,administrative associate sr    security clearance required  664652 ,
1702,boulder,cires swpc space weather scientist  closes 7 31 2018,
1703,boulder,administrative associate iii  security clearance required  664651 ,
1704,boulder,technical intern   materials and process  664602 ,
1705,boulder,business analytics analyst,
1706,boulder,science communications specialist,
1707,boulder,environmental scientist,
1708,boulder,cires gmd radiation research scientist,
1709,boulder,research scientist,
1710,boulder,senior data scientist,
1711,boulder,sr  data engineer   boulder,
1712,boulder,archaeologist,
1713,boulder,engineer ii   distributed generation data scientist,
1714,boulder,temporary legal research analyst,
1715,boulder,expeditor  662432 ,
1716,boulder,technical intern   data engineer  664508 ,
1717,boulder,technical intern systems enigneer  spacecraft communications   664685 ,
1718,boulder,research scientist sr,
1719,boulder,analyst i   cost estimating   pricing  664750 ,
1720,boulder,senior scientists   innovation us  colorado,
1721,boulder,production control center scheduler  663788 ,
1722,boulder,engineer associate   mechanical  664801 ,
1723,boulder,internship   data science  part time fall 2018   denver ,
